195,Alabama Power Co,3,Barry,AL,Mobile,5,ST,OP,788.8,726.5,726.5,,10,1971,BIT,WC,,,,,N,Y,,S,,N,Electric Utility,1,,N,N,,,,,,,,,,,,,,,,,,,Y,,,Y,,,NG,,,
195,Alabama Power Co,3,Barry,AL,Mobile,A1CT,CT,OP,170.1,154.0,170.0,G521,5,2000,NG,,,,,,N,Y,,S,,N,Electric Utility,1,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,Alabama Power Co,3,Barry,AL,Mobile,A1CT2,CT,OP,170.1,154.0,170.0,G521,5,2000,NG,,,,,,N,Y,,S,,N,Electric Utility,1,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,Alabama Power Co,3,Barry,AL,Mobile,A1ST,CA,OP,195.2,173.0,192.0,G521,5,2000,NG,,,,,,N,Y,,S,,N,Electric Utility,1,,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,Alabama Power Co,3,Barry,AL,Mobile,A2C1,CT,OP,170.1,154.0,170.0,G522,5,2000,NG,,,,,,N,Y,,S,,N,Electric Utility,1,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,Alabama Power Co,3,Barry,AL,Mobile,A2C2,CT,OP,170.1,154.0,170.0,G522,5,2000,NG,,,,,,N,Y,,S,,N,Electric Utility,1,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,Alabama Power Co,3,Barry,AL,Mobile,A2ST,CA,OP,195.2,173.0,192.0,G522,5,2000,NG,,,,,,N,Y,,S,,N,Electric Utility,1,,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,Alabama Power Co,4,Walter Bouldin Dam,AL,Elmore,1,HY,OP,75.0,75.3,76.0,,7,1967,WAT,,,,,,N,Y,,S,0,N,Electric Utility,1,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,Alabama Power Co,4,Walter Bouldin Dam,AL,Elmore,2,HY,OP,75.0,75.3,76.0,,8,1967,WAT,,,,,,N,Y,,S,0,N,Electric Utility,1,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,Alabama Power Co,4,Walter Bouldin Dam,AL,Elmore,3,HY,OP,75.0,75.3,76.0,,8,1967,WAT,,,,,,N,Y,,S,0,N,Electric Utility,1,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,Alabama Power Co,7,Gadsden,AL,Etowah,1,ST,OP,69.0,64.0,64.0,,4,1949,BIT,NG,,,,,Y,Y,,S,,Y,Electric Utility,1,B,N,Y,,,,,,,,,,,,,,,,12,2014,N,Y,,Y,,,,NG,,,
195,Alabama Power Co,7,Gadsden,AL,Etowah,2,ST,OP,69.0,66.0,66.0,,7,1949,BIT,NG,,,,,Y,Y,,S,,Y,Electric Utility,1,B,N,Y,,,,,,,,,,,,,,,,12,2014,N,Y,,Y,,,,NG,,,
195,Alabama Power Co,8,Gorgas,AL,Walker,10,ST,OP,788.8,703.0,703.0,,10,1972,BIT,WC,,,,,N,Y,,S,,N,Electric Utility,1,,N,N,,,,,,,,,,,,,,,,,,N,Y,,,Y,,,DFO,,,
195,Alabama Power Co,8,Gorgas,AL,Walker,6,ST,OP,125.0,103.0,103.0,,4,1951,BIT,WC,,,,,N,Y,,S,,N,Electric Utility,1,,N,Y,,,,,,,,,,,,,,,,12,2016,N,Y,,Y,,,,DFO,,,
195,Alabama Power Co,8,Gorgas,AL,Walker,7,ST,OP,125.0,104.0,104.0,,7,1952,BIT,WC,,,,,N,Y,,S,,N,Electric Utility,1,,N,Y,,,,,,,,,,,,,,,,12,2017,N,Y,,Y,,,,DFO,,,
195,Alabama Power Co,8,Gorgas,AL,Walker,8,ST,OP,187.5,161.0,161.0,,5,1956,BIT,WC,,,,,N,Y,,S,,N,Electric Utility,1,,N,N,,,,,,,,,,,,,,,,,,N,Y,,Y,,,,DFO,,,
195,Alabama Power Co,8,Gorgas,AL,Walker,9,ST,OP,190.4,170.0,170.0,,6,1958,BIT,WC,,,,,N,Y,,S,,N,Electric Utility,1,,N,N,,,,,,,,,,,,,,,,,,N,Y,,Y,,,,DFO,,,
195,Alabama Power Co,10,Greene County,AL,Greene,1,ST,OP,299.2,254.0,254.0,,6,1965,BIT,WC,,,,,N,Y,,J,,N,Electric Utility,1,,N,N,,,,,,,,,,,,,,,,,,N,Y,,Y,,,,NG,,,
195,Alabama Power Co,10,Greene County,AL,Greene,2,ST,OP,269.2,243.0,243.0,,7,1966,BIT,WC,,,,,N,Y,,J,,N,Electric Utility,1,,N,N,,,,,,,,,,,,,,,,,,N,Y,,Y,,,,NG,,,
195,Alabama Power Co,10,Greene County,AL,Greene,GT10,GT,OP,80.0,85.0,101.0,,5,1996,NG,DFO,,,,,Y,Y,,S,,N,Electric Utility,1,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,Alabama Power Co,10,Greene County,AL,Greene,GT2,GT,OP,80.0,84.0,100.0,,5,1996,NG,DFO,,,,,Y,Y,,S,,N,Electric Utility,1,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,Alabama Power Co,10,Greene County,AL,Greene,GT3,GT,OP,80.0,82.0,98.0,,5,1995,NG,DFO,,,,,Y,Y,,S,,N,Electric Utility,1,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,Alabama Power Co,10,Greene County,AL,Greene,GT4,GT,OP,80.0,81.0,97.0,,5,1995,NG,DFO,,,,,Y,Y,,S,,N,Electric Utility,1,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,Alabama Power Co,10,Greene County,AL,Greene,GT5,GT,OP,80.0,82.0,98.0,,5,1995,NG,DFO,,,,,Y,Y,,S,,N,Electric Utility,1,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,Alabama Power Co,10,Greene County,AL,Greene,GT6,GT,OP,80.0,81.0,97.0,,5,1995,NG,DFO,,,,,Y,Y,,S,,N,Electric Utility,1,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
